NUMBER, DRIVER_NUMBER, LAP_NUMBER,LAP_TIME, LAP_IMPROVEMENT, CROSSING_FINISH_LINE_IN_PIT, S1, S1_IMPROVEMENT, S2, S2_IMPROVEMENT, S3, S3_IMPROVEMENT, KPH, ELAPSED, HOUR,S1_LARGE,S2_LARGE,S3_LARGE,DRIVER_NAME,PIT_TIME,GROUP,TEAM,POWER,LOCATION,EVENT,S1 minutes,S1 seconds,S2 minutes,S2 seconds,S3 minutes,S3 seconds,ELAPSED minutes,ELAPSED seconds,minutes,seconds,S1 Large minutes,S1 Large seconds,S2 Large minutes,S2 Large seconds,S3 Large minutes,S3 Large seconds,PIT_TIME Large minutes,PIT_TIME Large seconds
25,1,5,70,0,Not Available,00:24.532,0,00:21.979,0,00:24.125,0,120.0,07:13.0,07:13.0,00:24.5,00:22.0,00:24.1,JVER,00:00.00,0.0,DS,245.27729934550464,Location 8,Free Practice 2,0,24.532,0,21.979,0,24.125,7,13.0,7,13.0,0,24.5,0,22.0,0,24.1,0,0.0
25,1,6,71,0,Not Available,00:24.284,0,00:22.01,0,00:24.068,0,120.5,08:23.4,08:23.4,00:24.3,00:22.0,00:24.1,JVER,00:00.00,0.0,DS,245.27729934550464,Location 8,Free Practice 2,0,24.284,0,22.01,0,24.068,8,23.4,8,23.4,0,24.3,0,22.0,0,24.1,0,0.0
25,1,7,68,0,B,00:24.253,0,00:22.194,0,05:38.6,0,22.0,14:48.4,14:48.4,00:24.3,00:22.2,05:38.6,JVER,00:00.00,0.0,DS,245.27729934550464,Location 8,Free Practice 2,0,24.253,0,22.194,5,38.6,14,48.4,14,48.4,0,24.3,0,22.2,5,38.6,0,0.0
25,1,8,81,0,Not Available,00:32.974,0,00:27.9,0,00:26.324,0,97.2,16:15.6,16:15.6,00:33.0,00:27.9,00:26.3,JVER,05:22.0,0.0,DS,235.0,Location 8,Free Practice 2,0,32.974,0,27.9,0,26.324,16,15.6,16,15.6,0,33.0,0,27.9,0,26.3,5,22.0
25,1,9,79,2,Not Available,00:23.1,2,00:20.766,2,00:22.848,0,127.1,17:22.4,17:22.4,00:23.1,00:20.8,00:22.8,JVER,00:00.00,0.0,DS,250.0,Location 8,Free Practice 2,0,23.1,0,20.766,0,22.848,17,22.4,17,22.4,0,23.1,0,20.8,0,22.8,0,0.0
25,1,10,69,0,Not Available,00:26.691,0,00:28.811,0,00:30.333,0,98.8,18:48.2,18:48.2,00:26.7,00:28.8,00:30.3,JVER,00:00.00,0.0,DS,245.27729934550464,Location 8,Free Practice 2,0,26.691,0,28.811,0,30.333,18,48.2,18,48.2,0,26.7,0,28.8,0,30.3,0,0.0
25,1,11,70,0,Not Available,00:23.299,0,00:21.138,0,00:23.113,0,125.5,19:55.7,19:55.7,00:23.3,00:21.1,00:23.1,JVER,00:00.00,0.0,DS,245.27729934550464,Location 8,Free Practice 2,0,23.299,0,21.138,0,23.113,19,55.7,19,55.7,0,23.3,0,21.1,0,23.1,0,0.0
25,1,12,73,0,Not Available,00:23.984,0,00:21.945,0,00:23.971,0,121.3,21:05.6,21:05.6,00:24.0,00:21.9,00:24.0,JVER,00:00.00,0.0,DS,245.27729934550464,Location 8,Free Practice 2,0,23.984,0,21.945,0,23.971,21,5.6,21,5.6,0,24.0,0,21.9,0,24.0,0,0.0
25,1,13,89,0,B,00:25.798,0,00:23.986,0,03:28.4,0,32.8,25:23.8,25:23.8,00:25.8,00:24.0,03:28.4,JVER,00:00.00,0.0,DS,245.27729934550464,Location 8,Free Practice 2,0,25.798,0,23.986,3,28.4,25,23.8,25,23.8,0,25.8,0,24.0,3,28.4,0,0.0
25,1,14,66,0,Not Available,00:34.085,0,00:30.015,0,00:26.751,0,93.3,26:54.7,26:54.7,00:34.1,00:30.0,00:26.8,JVER,03:08.7,0.0,DS,250.0,Location 8,Free Practice 2,0,34.085,0,30.015,0,26.751,26,54.7,26,54.7,0,34.1,0,30.0,0,26.8,3,8.7
25,1,15,68,0,Not Available,00:23.237,0,00:21.064,0,00:22.689,2,126.6,28:01.7,28:01.7,00:23.2,00:21.1,00:22.7,JVER,00:00.00,0.0,DS,250.0,Location 8,Free Practice 2,0,23.237,0,21.064,0,22.689,28,1.7,28,1.7,0,23.2,0,21.1,0,22.7,0,0.0
25,1,16,71,0,Not Available,00:26.246,0,00:36.563,0,00:28.015,0,93.3,29:32.5,29:32.5,00:26.2,00:36.6,00:28.0,JVER,00:00.00,0.0,DS,250.0,Location 8,Free Practice 2,0,26.246,0,36.563,0,28.015,29,32.5,29,32.5,0,26.2,0,36.6,0,28.0,0,0.0
25,1,17,0,0,Not Available,00:23.534,0,00:21.318,0,00:23.383,0,124.2,30:40.7,30:40.7,00:23.5,00:21.3,00:23.4,JVER,00:00.00,0.0,DS,245.27729934550464,Location 8,Free Practice 2,0,23.534,0,21.318,0,23.383,30,40.7,30,40.7,0,23.5,0,21.3,0,23.4,0,0.0
27,1,1,66,0,Not Available,01:41.0,0,00:31.16,0,00:29.134,0,52.6,02:41.3,02:41.3,01:41.0,00:31.2,00:29.1,J,01:11.2,0.0,BMWE,235.0,Location 8,Free Practice 2,1,41.0,0,31.16,0,29.134,2,41.3,2,41.3,1,41.0,0,31.2,0,29.1,1,11.2
27,1,2,70,0,Not Available,00:23.335,0,00:21.025,0,00:23.068,0,125.7,03:48.7,03:48.7,00:23.3,00:21.0,00:23.1,J,00:00.00,0.0,BMWE,250.0,Location 8,Free Practice 2,0,23.335,0,21.025,0,23.068,3,48.7,3,48.7,0,23.3,0,21.0,0,23.1,0,0.0
27,1,3,159,0,Not Available,00:23.694,0,00:27.697,0,00:32.144,0,101.5,05:12.2,05:12.2,00:23.7,00:27.7,00:32.1,J,00:00.00,0.0,BMWE,235.0,Location 8,Free Practice 2,0,23.694,0,27.697,0,32.144,5,12.2,5,12.2,0,23.7,0,27.7,0,32.1,0,0.0
27,1,4,68,0,Not Available,00:23.632,0,00:21.353,0,00:23.348,0,124.1,06:20.6,06:20.6,00:23.6,00:21.4,00:23.3,J,00:00.00,0.0,BMWE,245.27729934550464,Location 8,Free Practice 2,0,23.632,0,21.353,0,23.348,6,20.6,6,20.6,0,23.6,0,21.4,0,23.3,0,0.0
27,1,5,85,0,Not Available,00:28.17,0,00:28.154,0,00:26.604,0,102.2,07:43.5,07:43.5,00:28.2,00:28.2,00:26.6,J,00:00.00,0.0,BMWE,245.27729934550464,Location 8,Free Practice 2,0,28.17,0,28.154,0,26.604,7,43.5,7,43.5,0,28.2,0,28.2,0,26.6,0,0.0
27,1,6,92,0,Not Available,00:23.413,0,00:21.624,0,00:23.374,0,123.9,08:51.9,08:51.9,00:23.4,00:21.6,00:23.4,J,00:00.00,0.0,BMWE,245.27729934550464,Location 8,Free Practice 2,0,23.413,0,21.624,0,23.374,8,51.9,8,51.9,0,23.4,0,21.6,0,23.4,0,0.0
27,1,7,80,0,B,00:24.609,0,00:24.895,0,04:25.3,0,26.9,14:06.7,14:06.7,00:24.6,00:24.9,04:25.3,J,00:00.00,0.0,BMWE,245.27729934550464,Location 8,Free Practice 2,0,24.609,0,24.895,4,25.3,14,6.7,14,6.7,0,24.6,0,24.9,4,25.3,0,0.0
27,1,8,69,0,Not Available,00:34.751,0,00:25.687,0,00:26.745,0,97.2,15:33.9,15:33.9,00:34.8,00:25.7,00:26.7,J,04:05.2,0.0,BMWE,245.27729934550464,Location 8,Free Practice 2,0,34.751,0,25.687,0,26.745,15,33.9,15,33.9,0,34.8,0,25.7,0,26.7,4,5.2
27,1,9,76,0,Not Available,00:23.587,0,00:21.337,0,00:23.29,0,124.3,16:42.1,16:42.1,00:23.6,00:21.3,00:23.3,J,00:00.00,0.0,BMWE,245.27729934550464,Location 8,Free Practice 2,0,23.587,0,21.337,0,23.29,16,42.1,16,42.1,0,23.6,0,21.3,0,23.3,0,0.0
27,1,10,72,0,Not Available,00:27.311,0,00:27.936,0,00:24.743,0,106.0,18:02.1,18:02.1,00:27.3,00:27.9,00:24.7,J,00:00.00,0.0,BMWE,245.27729934550464,Location 8,Free Practice 2,0,27.311,0,27.936,0,24.743,18,2.1,18,2.1,0,27.3,0,27.9,0,24.7,0,0.0
27,1,11,71,0,Not Available,00:23.405,0,00:21.307,0,00:23.393,0,124.5,19:10.2,19:10.2,00:23.4,00:21.3,00:23.4,J,00:00.00,0.0,BMWE,245.27729934550464,Location 8,Free Practice 2,0,23.405,0,21.307,0,23.393,19,10.2,19,10.2,0,23.4,0,21.3,0,23.4,0,0.0
27,1,12,0,0,B,00:23.728,0,00:25.442,0,04:20.1,0,27.4,24:19.4,24:19.4,00:23.7,00:25.4,04:20.1,J,00:00.00,0.0,BMWE,245.27729934550464,Location 8,Free Practice 2,0,23.728,0,25.442,4,20.1,24,19.4,24,19.4,0,23.7,0,25.4,4,20.1,0,0.0
27,1,13,72,0,Not Available,00:32.996,0,00:24.339,0,00:24.645,0,103.4,25:41.4,25:41.4,00:33.0,00:24.3,00:24.6,J,04:00.7,0.0,BMWE,250.0,Location 8,Free Practice 2,0,32.996,0,24.339,0,24.645,25,41.4,25,41.4,0,33.0,0,24.3,0,24.6,4,0.7
27,1,14,13,3,Not Available,00:22.965,3,00:20.712,2,00:22.551,3,128.0,26:47.7,26:47.7,00:23.0,00:20.7,00:22.6,J,00:00.00,0.0,BMWE,250.0,Location 8,Free Practice 2,0,22.965,0,20.712,0,22.551,26,47.7,26,47.7,0,23.0,0,20.7,0,22.6,0,0.0
27,1,15,89,0,Not Available,00:25.389,0,00:27.413,0,00:27.439,0,105.7,28:07.9,28:07.9,00:25.4,00:27.4,00:27.4,J,00:00.00,0.0,BMWE,250.0,Location 8,Free Practice 2,0,25.389,0,27.413,0,27.439,28,7.9,28,7.9,0,25.4,0,27.4,0,27.4,0,0.0
27,1,16,102,0,Not Available,00:24.074,0,00:22.087,0,00:24.027,0,120.8,29:18.1,29:18.1,00:24.1,00:22.1,00:24.0,J,00:00.00,0.0,BMWE,245.27729934550464,Location 8,Free Practice 2,0,24.074,0,22.087,0,24.027,29,18.1,29,18.1,0,24.1,0,22.1,0,24.0,0,0.0
27,1,17,69,0,Not Available,00:24.155,0,00:22.337,0,00:24.35,0,119.7,30:28.9,30:28.9,00:24.2,00:22.3,00:24.4,J,00:00.00,0.0,BMWE,245.27729934550464,Location 8,Free Practice 2,0,24.155,0,22.337,0,24.35,30,28.9,30,28.9,0,24.2,0,22.3,0,24.4,0,0.0
28,1,1,88,0,Not Available,03:12.3,0,00:25.416,0,00:28.77,0,34.4,04:06.5,04:06.5,03:12.3,00:25.4,00:28.8,MNT,02:34.4,0.0,BMWl,245.27729934550464,Location 8,Free Practice 2,3,12.3,0,25.416,0,28.77,4,6.5,4,6.5,3,12.3,0,25.4,0,28.8,2,34.4
28,1,2,0,0,Not Available,00:23.803,0,00:21.444,0,00:23.299,0,123.7,05:15.0,05:15.0,00:23.8,00:21.4,00:23.3,MNT,00:00.00,0.0,BMWl,245.27729934550464,Location 8,Free Practice 2,0,23.803,0,21.444,0,23.299,5,15.0,5,15.0,0,23.8,0,21.4,0,23.3,0,0.0
28,1,3,69,0,Not Available,00:32.842,0,00:30.153,0,00:25.491,0,95.8,06:43.5,06:43.5,00:32.8,00:30.2,00:25.5,MNT,00:00.00,0.0,BMWl,245.27729934550464,Location 8,Free Practice 2,0,32.842,0,30.153,0,25.491,6,43.5,6,43.5,0,32.8,0,30.2,0,25.5,0,0.0
28,1,4,67,0,Not Available,00:23.476,0,00:21.375,0,00:23.493,0,124.0,07:51.9,07:51.9,00:23.5,00:21.4,00:23.5,MNT,00:00.00,0.0,BMWl,245.27729934550464,Location 8,Free Practice 2,0,23.476,0,21.375,0,23.493,7,51.9,7,51.9,0,23.5,0,21.4,0,23.5,0,0.0
28,1,5,68,0,B,00:27.797,0,00:28.922,0,05:09.4,0,23.2,13:57.9,13:57.9,00:27.8,00:28.9,05:09.4,MNT,00:00.00,0.0,BMWl,245.27729934550464,Location 8,Free Practice 2,0,27.797,0,28.922,5,9.4,13,57.9,13,57.9,0,27.8,0,28.9,5,9.4,0,0.0
28,1,6,67,0,Not Available,00:41.706,0,00:26.87,0,00:24.624,0,91.0,15:31.1,15:31.1,00:41.7,00:26.9,00:24.6,MNT,04:51.7,0.0,BMWl,235.0,Location 8,Free Practice 2,0,41.706,0,26.87,0,24.624,15,31.1,15,31.1,0,41.7,0,26.9,0,24.6,4,51.7
28,1,7,93,0,Not Available,00:23.183,0,00:20.85,0,00:22.807,2,126.8,16:38.0,16:38.0,00:23.2,00:20.9,00:22.8,MNT,00:00.00,0.0,BMWl,250.0,Location 8,Free Practice 2,0,23.183,0,20.85,0,22.807,16,38.0,16,38.0,0,23.2,0,20.9,0,22.8,0,0.0
28,1,8,80,0,B,00:24.286,0,00:28.302,0,05:44.2,0,21.4,23:14.8,23:14.8,00:24.3,00:28.3,05:44.2,MNT,00:00.00,0.0,BMWl,235.0,Location 8,Free Practice 2,0,24.286,0,28.302,5,44.2,23,14.8,23,14.8,0,24.3,0,28.3,5,44.2,0,0.0
28,1,9,0,0,Not Available,00:35.213,0,00:26.065,0,00:24.589,0,98.7,24:40.7,24:40.7,00:35.2,00:26.1,00:24.6,MNT,05:24.5,0.0,BMWl,250.0,Location 8,Free Practice 2,0,35.213,0,26.065,0,24.589,24,40.7,24,40.7,0,35.2,0,26.1,0,24.6,5,24.5
28,1,10,76,2,Not Available,00:23.072,2,00:20.701,2,00:22.873,0,127.2,25:47.3,25:47.3,00:23.1,00:20.7,00:22.9,MNT,00:00.00,0.0,BMWl,250.0,Location 8,Free Practice 2,0,23.072,0,20.701,0,22.873,25,47.3,25,47.3,0,23.1,0,20.7,0,22.9,0,0.0
28,1,11,69,0,B,00:24.945,0,00:25.375,0,01:29.1,0,60.8,28:06.7,28:06.7,00:24.9,00:25.4,01:29.1,MNT,00:00.00,0.0,BMWl,250.0,Location 8,Free Practice 2,0,24.945,0,25.375,1,29.1,28,6.7,28,6.7,0,24.9,0,25.4,1,29.1,0,0.0
28,1,12,85,0,Not Available,00:34.237,0,00:26.734,0,00:27.528,0,95.8,29:35.2,29:35.2,00:34.2,00:26.7,00:27.5,MNT,01:13.1,0.0,BMWl,245.27729934550464,Location 8,Free Practice 2,0,34.237,0,26.734,0,27.528,29,35.2,29,35.2,0,34.2,0,26.7,0,27.5,1,13.1
28,1,13,69,0,Not Available,00:23.441,0,00:21.423,0,00:23.281,0,124.4,30:43.3,30:43.3,00:23.4,00:21.4,00:23.3,MNT,00:00.00,0.0,BMWl,245.27729934550464,Location 8,Free Practice 2,0,23.441,0,21.423,0,23.281,30,43.3,30,43.3,0,23.4,0,21.4,0,23.3,0,0.0
29,1,1,43,0,Not Available,01:39.5,0,00:27.646,0,00:30.342,0,53.8,02:37.5,02:37.5,01:39.5,00:27.6,00:30.3,AS,01:07.8,0.0,MAHINDRAd,245.27729934550464,Location 8,Free Practice 2,1,39.5,0,27.646,0,30.342,2,37.5,2,37.5,1,39.5,0,27.6,0,30.3,1,7.8
29,1,2,79,0,Not Available,00:23.812,0,00:21.612,0,00:23.44,0,123.1,03:46.4,03:46.4,00:23.8,00:21.6,00:23.4,AS,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 8,Free Practice 2,0,23.812,0,21.612,0,23.44,3,46.4,3,46.4,0,23.8,0,21.6,0,23.4,0,0.0
29,1,3,104,0,Not Available,00:24.223,0,00:22.085,0,00:23.967,0,120.6,04:56.6,04:56.6,00:24.2,00:22.1,00:24.0,AS,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 8,Free Practice 2,0,24.223,0,22.085,0,23.967,4,56.6,4,56.6,0,24.2,0,22.1,0,24.0,0,0.0
29,1,4,68,0,Not Available,00:24.292,0,00:21.924,0,00:24.332,0,120.2,06:07.2,06:07.2,00:24.3,00:21.9,00:24.3,AS,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 8,Free Practice 2,0,24.292,0,21.924,0,24.332,6,7.2,6,7.2,0,24.3,0,21.9,0,24.3,0,0.0
29,1,5,115,0,Not Available,00:24.163,0,00:21.959,0,00:24.16,0,120.6,07:17.5,07:17.5,00:24.2,00:22.0,00:24.2,AS,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 8,Free Practice 2,0,24.163,0,21.959,0,24.16,7,17.5,7,17.5,0,24.2,0,22.0,0,24.2,0,0.0
29,1,6,85,0,Not Available,00:26.609,0,00:29.842,0,00:35.463,0,92.2,08:49.4,08:49.4,00:26.6,00:29.8,00:35.5,AS,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 8,Free Practice 2,0,26.609,0,29.842,0,35.463,8,49.4,8,49.4,0,26.6,0,29.8,0,35.5,0,0.0
29,1,7,70,0,Not Available,00:30.362,0,00:28.243,0,00:24.822,0,101.6,10:12.8,10:12.8,00:30.4,00:28.2,00:24.8,AS,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 8,Free Practice 2,0,30.362,0,28.243,0,24.822,10,12.8,10,12.8,0,30.4,0,28.2,0,24.8,0,0.0
29,1,8,70,0,Not Available,00:23.653,0,00:21.607,0,00:23.512,0,123.3,11:21.6,11:21.6,00:23.7,00:21.6,00:23.5,AS,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 8,Free Practice 2,0,23.653,0,21.607,0,23.512,11,21.6,11,21.6,0,23.7,0,21.6,0,23.5,0,0.0
29,1,9,70,0,B,00:23.737,0,00:22.247,0,04:39.8,0,26.0,16:47.4,16:47.4,00:23.7,00:22.2,04:39.8,AS,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 8,Free Practice 2,0,23.737,0,22.247,4,39.8,16,47.4,16,47.4,0,23.7,0,22.2,4,39.8,0,0.0
29,1,10,169,0,Not Available,00:35.354,0,00:27.549,0,00:28.996,0,92.3,18:19.3,18:19.3,00:35.4,00:27.5,00:29.0,AS,04:21.8,0.0,MAHINDRAd,250.0,Location 8,Free Practice 2,0,35.354,0,27.549,0,28.996,18,19.3,18,19.3,0,35.4,0,27.5,0,29.0,4,21.8
29,1,11,70,2,Not Available,00:23.076,2,00:20.929,2,00:22.795,2,126.9,19:26.1,19:26.1,00:23.1,00:20.9,00:22.8,AS,00:00.00,0.0,MAHINDRAd,250.0,Location 8,Free Practice 2,0,23.076,0,20.929,0,22.795,19,26.1,19,26.1,0,23.1,0,20.9,0,22.8,0,0.0
29,1,12,71,0,B,00:26.881,0,00:27.926,0,05:26.0,0,22.3,25:46.8,25:46.8,00:26.9,00:27.9,05:26.0,AS,00:00.00,0.0,MAHINDRAd,235.0,Location 8,Free Practice 2,0,26.881,0,27.926,5,26.0,25,46.8,25,46.8,0,26.9,0,27.9,5,26.0,0,0.0
29,1,13,69,0,Not Available,00:30.913,0,00:25.448,0,00:24.683,0,104.6,27:07.9,27:07.9,00:30.9,00:25.4,00:24.7,AS,05:09.1,0.0,MAHINDRAd,250.0,Location 8,Free Practice 2,0,30.913,0,25.448,0,24.683,27,7.9,27,7.9,0,30.9,0,25.4,0,24.7,5,9.1
29,1,14,67,0,Not Available,00:23.467,0,00:20.957,0,00:22.821,0,126.1,28:15.1,28:15.1,00:23.5,00:21.0,00:22.8,AS,00:00.00,0.0,MAHINDRAd,250.0,Location 8,Free Practice 2,0,23.467,0,20.957,0,22.821,28,15.1,28,15.1,0,23.5,0,21.0,0,22.8,0,0.0
29,1,15,68,0,Not Available,00:23.913,0,00:22.312,0,00:23.539,0,121.5,29:24.9,29:24.9,00:23.9,00:22.3,00:23.5,AS,00:00.00,0.0,MAHINDRAd,250.0,Location 8,Free Practice 2,0,23.913,0,22.312,0,23.539,29,24.9,29,24.9,0,23.9,0,22.3,0,23.5,0,0.0
29,1,16,82,0,Not Available,00:23.798,0,00:21.971,0,00:23.994,0,121.5,30:34.7,30:34.7,00:23.8,00:22.0,00:24.0,AS,00:00.00,0.0,MAHINDRAd,245.27729934550464,Location 8,Free Practice 2,0,23.798,0,21.971,0,23.994,30,34.7,30,34.7,0,23.8,0,22.0,0,24.0,0,0.0
33,1,1,136,0,Not Available,00:54.894,0,00:28.406,0,00:29.587,0,75.1,01:52.9,01:52.9,00:54.9,00:28.4,00:29.6,RR,00:20.7,0.0,AR,245.27729934550464,Location 8,Free Practice 2,0,54.894,0,28.406,0,29.587,1,52.9,1,52.9,0,54.9,0,28.4,0,29.6,0,20.7
33,1,2,71,0,Not Available,00:24.468,0,00:22.372,0,00:24.018,0,119.6,03:03.7,03:03.7,00:24.5,00:22.4,00:24.0,RR,00:00.00,0.0,AR,245.27729934550464,Location 8,Free Practice 2,0,24.468,0,22.372,0,24.018,3,3.7,3,3.7,0,24.5,0,22.4,0,24.0,0,0.0
33,1,3,91,0,Not Available,00:23.937,0,00:21.348,0,00:23.364,0,123.5,04:12.4,04:12.4,00:23.9,00:21.3,00:23.4,RR,00:00.00,0.0,AR,245.27729934550464,Location 8,Free Practice 2,0,23.937,0,21.348,0,23.364,4,12.4,4,12.4,0,23.9,0,21.3,0,23.4,0,0.0
33,1,4,94,0,Not Available,00:24.868,0,00:25.95,0,00:29.02,0,106.2,05:32.2,05:32.2,00:24.9,00:25.9,00:29.0,RR,00:00.00,0.0,AR,245.27729934550464,Location 8,Free Practice 2,0,24.868,0,25.95,0,29.02,5,32.2,5,32.2,0,24.9,0,25.9,0,29.0,0,0.0
33,1,5,84,0,Not Available,00:25.785,0,00:22.078,0,00:24.054,0,117.9,06:44.1,06:44.1,00:25.8,00:22.1,00:24.1,RR,00:00.00,0.0,AR,245.27729934550464,Location 8,Free Practice 2,0,25.785,0,22.078,0,24.054,6,44.1,6,44.1,0,25.8,0,22.1,0,24.1,0,0.0
33,1,6,79,0,Not Available,00:24.567,0,00:22.033,0,00:24.223,0,119.7,07:55.0,07:55.0,00:24.6,00:22.0,00:24.2,RR,00:00.00,0.0,AR,245.27729934550464,Location 8,Free Practice 2,0,24.567,0,22.033,0,24.223,7,55.0,7,55.0,0,24.6,0,22.0,0,24.2,0,0.0
33,1,7,69,0,Not Available,00:24.378,0,00:21.945,0,00:23.942,0,120.7,09:05.2,09:05.2,00:24.4,00:21.9,00:23.9,RR,00:00.00,0.0,AR,245.27729934550464,Location 8,Free Practice 2,0,24.378,0,21.945,0,23.942,9,5.2,9,5.2,0,24.4,0,21.9,0,23.9,0,0.0
33,1,8,70,0,Not Available,00:24.26,0,00:21.95,0,00:23.9,0,120.9,10:15.3,10:15.3,00:24.3,00:22.0,00:23.9,RR,00:00.00,0.0,AR,245.27729934550464,Location 8,Free Practice 2,0,24.26,0,21.95,0,23.9,10,15.3,10,15.3,0,24.3,0,22.0,0,23.9,0,0.0
33,1,9,71,0,B,00:24.241,0,00:23.67,0,05:22.5,0,22.9,16:25.8,16:25.8,00:24.2,00:23.7,05:22.5,RR,00:00.00,0.0,AR,245.27729934550464,Location 8,Free Practice 2,0,24.241,0,23.67,5,22.5,16,25.8,16,25.8,0,24.2,0,23.7,5,22.5,0,0.0
33,1,10,0,0,Not Available,00:31.502,0,00:24.811,0,00:26.619,0,102.2,17:48.7,17:48.7,00:31.5,00:24.8,00:26.6,RR,05:06.2,0.0,AR,235.0,Location 8,Free Practice 2,0,31.502,0,24.811,0,26.619,17,48.7,17,48.7,0,31.5,0,24.8,0,26.6,5,6.2
33,1,11,69,2,Not Available,00:23.256,2,00:20.72,2,00:22.881,0,126.8,18:55.6,18:55.6,00:23.3,00:20.7,00:22.9,RR,00:00.00,0.0,AR,250.0,Location 8,Free Practice 2,0,23.256,0,20.72,0,22.881,18,55.6,18,55.6,0,23.3,0,20.7,0,22.9,0,0.0
33,1,12,80,0,B,00:25.07,0,00:22.965,0,07:38.0,0,16.8,27:21.6,27:21.6,00:25.1,00:23.0,07:38.0,RR,00:00.00,0.0,AR,245.27729934550464,Location 8,Free Practice 2,0,25.07,0,22.965,7,38.0,27,21.6,27,21.6,0,25.1,0,23.0,7,38.0,0,0.0
33,1,13,75,0,Not Available,00:30.892,0,00:22.83,0,00:28.736,0,102.8,28:44.0,28:44.0,00:30.9,00:22.8,00:28.7,RR,07:20.5,0.0,AR,250.0,Location 8,Free Practice 2,0,30.892,0,22.83,0,28.736,28,44.0,28,44.0,0,30.9,0,22.8,0,28.7,7,20.5
33,1,14,102,0,Not Available,00:23.38,0,00:20.783,0,00:22.718,2,126.8,29:50.9,29:50.9,00:23.4,00:20.8,00:22.7,RR,00:00.00,0.0,AR,250.0,Location 8,Free Practice 2,0,23.38,0,20.783,0,22.718,29,50.9,29,50.9,0,23.4,0,20.8,0,22.7,0,0.0
36,1,1,0,0,Not Available,01:27.2,0,00:23.723,0,00:28.597,0,60.8,02:19.5,02:19.5,01:27.2,00:23.7,00:28.6,ALOTTE,00:51.4,0.0,TAG ,245.27729934550464,Location 8,Free Practice 2,1,27.2,0,23.723,0,28.597,2,19.5,2,19.5,1,27.2,0,23.7,0,28.6,0,51.4
36,1,2,67,0,Not Available,00:23.812,0,00:21.77,0,00:23.588,0,122.6,03:28.7,03:28.7,00:23.8,00:21.8,00:23.6,ALOTTE,00:00.00,0.0,TAG ,245.27729934550464,Location 8,Free Practice 2,0,23.812,0,21.77,0,23.588,3,28.7,3,28.7,0,23.8,0,21.8,0,23.6,0,0.0
36,1,3,70,0,Not Available,00:23.586,0,00:21.617,0,00:23.397,0,123.6,04:37.3,04:37.3,00:23.6,00:21.6,00:23.4,ALOTTE,00:00.00,0.0,TAG ,245.27729934550464,Location 8,Free Practice 2,0,23.586,0,21.617,0,23.397,4,37.3,4,37.3,0,23.6,0,21.6,0,23.4,0,0.0
36,1,4,69,0,Not Available,00:25.467,0,00:28.386,0,00:29.475,0,101.7,06:00.6,06:00.6,00:25.5,00:28.4,00:29.5,ALOTTE,00:00.00,0.0,TAG ,245.27729934550464,Location 8,Free Practice 2,0,25.467,0,28.386,0,29.475,6,0.6,6,0.6,0,25.5,0,28.4,0,29.5,0,0.0
36,1,5,0,0,Not Available,00:23.478,0,00:21.546,0,00:23.403,0,123.9,07:09.0,07:09.0,00:23.5,00:21.5,00:23.4,ALOTTE,00:00.00,0.0,TAG ,245.27729934550464,Location 8,Free Practice 2,0,23.478,0,21.546,0,23.403,7,9.0,7,9.0,0,23.5,0,21.5,0,23.4,0,0.0
36,1,6,87,0,Not Available,00:23.72,0,00:21.498,0,00:23.417,0,123.5,08:17.7,08:17.7,00:23.7,00:21.5,00:23.4,ALOTTE,00:00.00,0.0,TAG ,245.27729934550464,Location 8,Free Practice 2,0,23.72,0,21.498,0,23.417,8,17.7,8,17.7,0,23.7,0,21.5,0,23.4,0,0.0
36,1,7,70,0,Not Available,00:24.102,0,00:22.091,0,00:23.915,0,120.9,09:27.8,09:27.8,00:24.1,00:22.1,00:23.9,ALOTTE,00:00.00,0.0,TAG ,245.27729934550464,Location 8,Free Practice 2,0,24.102,0,22.091,0,23.915,9,27.8,9,27.8,0,24.1,0,22.1,0,23.9,0,0.0
36,1,8,66,0,Not Available,00:24.157,0,00:22.221,0,00:24.133,0,120.2,10:38.3,10:38.3,00:24.2,00:22.2,00:24.1,ALOTTE,00:00.00,0.0,TAG ,245.27729934550464,Location 8,Free Practice 2,0,24.157,0,22.221,0,24.133,10,38.3,10,38.3,0,24.2,0,22.2,0,24.1,0,0.0
36,1,9,83,0,B,00:26.361,0,00:24.396,0,04:04.9,0,28.7,15:33.9,15:33.9,00:26.4,00:24.4,04:04.9,ALOTTE,00:00.00,0.0,TAG ,245.27729934550464,Location 8,Free Practice 2,0,26.361,0,24.396,4,4.9,15,33.9,15,33.9,0,26.4,0,24.4,4,4.9,0,0.0
